DETLOC,Name,Address,City,County,State,Zip,AOR,Date of Last Use,Date of First Use,Lat,Lng
ROCKINH,ROCKINGHAM COUNTY JAIL,101 NORTH ROAD,BRENTWOOD,ROCKINGHAM,NH,3833,BOS,11/8/10,1/5/96,43.011607,-71.053791
ROCKIVA,ROCKINGHAM COUNTY JAIL,25 SOUTH LIBERTY STREET,HARRISONBURG,HARRISONBURG CITY,VA,22801,WAS,4/11/17,13/11/1989,38.44956526,-78.87046789
ROCCOTX,ROCKWALL COUNTY DETENTION CENTER,950 T.L. TOWNSEND DR,ROCKWALL,ROCKWALL,TX,75087,DAL,25/06/1991,26/06/1990,32.92232441,-96.45314298
HASKLTX,ROLLING PLAINS DETENTION CENTER,118 COUNTY ROAD 206,HASKELL,HASKELL,TX,79521,DAL,23/03/2017,18/06/2000,33.1762715,-99.72178917
ROSEAMN,ROSEAU COUNTY JAIL,302 SIXTH STREET,ROSEAU,ROSEAU,MN,56751,SPM,8/6/09,18/06/1996,48.839881,-95.76663
ROSEBMT,ROSEBUD COUNTY JAIL,180 SOUTH 13TH AVENUE,FORSYTH,ROSEBUD,MT,59327,SLC,20/03/2011,14/11/2005,46.26639949,-106.673267
ROUNDPA,"ROUNDHOUSE (PHILADELPHIA, PENNSYLVANIA)",POLICE ADMINISTRATION BUILDING,PHILADELPHIA,PHILADELPHIA,PA,19106,PHI,17/02/2004,12/5/86,39.954633,-75.152009
ROUTTCO,ROUTT COUNTY JAIL,2025 SHIELD DRIVE,STEAMBOAT SPRINGS,ROUTT,CO,80487,DEN,13/04/2010,28/08/1996,40.50190473,-106.8600344
RUNLSTX,RUNNELS COUNTY JAIL,200 S. HICKORY HILL,BALLINGER,RUNNELS,TX,76821,SNA,29/04/2004,30/12/2002,31.720531,-99.958472
RUTJVTN,RUTHERFORD COUNTY JUVENILE DETENTION CENTER,400 WEST MAIN ST,MURFREESBORO,RUTHERFORD,TN,37130,NOL,5/9/03,27/11/2002,35.846452,-86.395266
RUTHETN,RUTHERFORD COUNTY SHERIFF,940 NEW SALEM ROAD,MURFREESBORO,RUTHERFORD,TN,37129,NOL,24/02/2003,22/05/1997,35.8466695,-86.4077519
SDPROCA,S.D. COUNTY PROBATION,3977 OHIO STREET,SAN DIEGO,SAN DIEGO,CA,92104,SND,1/9/98,1/9/98,32.74985394,-117.1288177
SFJUVOK,SAC & FOX NATION JUVENILE DETENTION,RT 2,STROUD,LINCOLN,OK,74079,DAL,1/5/05,30/04/1998,35.74629088,-96.6615667
SACCOIA,SAC COUNTY JAIL,100 SOUTH STATE STREET,SAC CITY,SAC,IA,50583,SPM,4/11/02,22/10/2002,42.421104,-94.988341
SACRACA,SACRAMENTO COUNTY JAIL,651 I STREET,SACRAMENTO,SACRAMENTO,CA,95814,SFR,31/07/2017,20/05/1997,38.582987,-121.49743
SACHOLD,SACRAMENTO HOLD,650 CAPITOL MALL,SACRAMENTO,SACRAMENTO,CA,95814,SFR,26/10/2017,25/06/2000,38.57813929,-121.4995672
BOPSAF,SAFFORD FEDERAL CORRECTIONAL INSTITUTE,1529 WEST US HIGHWAY 366,SAFFORD,GRAHAM,AZ,85546,PHO,21/03/2005,21/10/1988,32.717249,-109.724842
SAGUACO,SAGUACHE COUNTY JAIL,530 5TH STREET,SAGUACHE,SAGUACHE,CO,81149,DEN,3/2/08,22/06/1992,38.08528973,-106.138084
STAHOLD,SAINT ALBANS HOLD ROOM,64 GRICEBROOK ROAD,SAINT ALBANS,COUNTY,VT,5478,BOS,27/08/2014,4/2/14,44.80115263,-73.07364169
STCLAMI,SAINT CLAIR COUNTY JAIL,1170 MICHIGAN ROAD,PORT HURON,SAINT CLAIR,MI,48060,DET,4/11/17,5/9/91,42.94196024,-82.48124175
SGUHOLD,SAINT GEORGE HOLD ROOM,UNAVAILABLE,SAINT GEORGE,WASHINGTON,UT,84770,SLC,,,,
STTAMLA,SAINT TAMMANY PARISH JAIL,701 NORTH COLUMBIA STREET,COVINGTON,SAINT TAMMANY,LA,70433,NOL,4/11/17,18/04/2012,30.48042118,-90.0953793
MPSIPAN,SAIPAN DEPARTMENT OF CORRECTIONS (SUSUPE),"Susupe, Saipan 96950, CNMI",SAIPAN,SAIPAN,MP,96950,SFR,22/05/2013,7/6/11,15.156223,145.703679
SAIHOLD,SAIPAN HOLD,"Susupe, Saipan 96950, CNMI",SAIPAN,SAIPAN,MP,96950,SFR,23/10/2017,8/5/14,15.156223,145.703679
SALEMNJ,SALEM COUNTY CORRECTIONAL FACILITY,"125 Cemetery Rd, Woodstown, NJ 08098",WOODSTOWN,COUNTY,NJ,80898,NEW,4/11/17,9/5/86,39.614489,-75.356102
SALINKS,SALINE COUNTY JAIL,251 N. 10TH,SALINA,SALINE,KS,67401,CHI,26/04/2005,11/7/95,38.83536834,-97.61348937
SLCHOLD,SALT LAKE CITY HOLD ROOM,"3575 Market St, West Valley City, UT 84119",WEST VALLEY CITY,SALT LAKE,UT,84120,SLC,9/5/17,8/8/13,40.6845765,-111.9612484
SLSLCUT,SALT LAKE COUNTY METRO JAIL,3415 SOUTH 900 WEST,SALT LAKE CITY,SALT LAKE,UT,84119,SLC,29/10/2017,2/3/93,40.7262389,-111.9167772
SLOXBUT,SALT LAKE COUNTY OXBOW JAIL,3148 SOUTH 1100 WEST,SALT LAKE CITY,SALT LAKE,UT,84119,SLC,15/03/2000,14/10/1994,40.702483,-111.922838
SAMBCMI,SAMARITAN BEHAVIORAL CENTER,"5555 CONNER AVENUE, SUITE 3 NORTH",DETROIT,COUNTY,MI,48213,DET,4/11/17,27/03/2013,42.390695,-82.982098
SAGHOLD,SAN ANGELO HOLDROOM,3197 EXECUTIVE DR,SAN ANGELO,TOM GREEN,TX,76904,DAL,2/4/17,2/4/17,31.42195134,-100.4640316
SNAHOLD,SAN ANTONIO DRO HOLD ROOM,8940 FOURWINDS DRIVE,SAN ANTONIO,BEXAR,TX,78239,SNA,4/10/17,23/03/2010,29.52218155,-98.39182655
SBDHOLD,SAN BERNADINO HOLD ROOM,655 WEST RIALTO AVENUE,SAN BERNADINO,SAN BERNARDINO,CA,92410,LOS,3/11/17,6/11/08,34.10077,-117.297624
SBERNCA,SAN BERNARDINO COUNTY JAIL,630 EAST RIALTO AVENUE,SAN BERNARDINO,SAN BERNARDINO,CA,92408,LOS,28/01/2014,19/12/1989,34.10154663,-117.2716512
JHALLCA,SAN DIEGO,2801 MEADOWLARK DRIVE,SAN DIEGO,SAN DIEGO,CA,92123,SND,27/05/2012,26/09/1997,33.3863791,-117.5633884
SDHOSCA,SAN DIEGO AREA HOSPITAL,751 MED. CENTER CT,CHULA VISTA,SAN DIEGO,CA,91911,SND,24/08/2016,10/10/07,32.6188528,-117.0230189
SNDCOCA,SAN DIEGO COUNTY JAIL,446 ALTA ROAD,SAN DIEGO,SAN DIEGO,CA,92158,SND,17/05/2016,11/11/08,32.590171,-116.921245
SNDHOLD,SAN DIEGO DISTRICT STAGING,"220 W C St, San Diego, CA 92101",SAN DIEGO,SAN DIEGO,CA,92101,SND,4/11/17,28/02/1986,32.717307,-117.165183
BOPSDC,SAN DIEGO MCC,METROPOLITAN CORRECTIONAL CENTER,SAN DIEGO,SAN DIEGO,CA,92101,SND,9/4/17,1/5/85,32.713924,-117.166037
SFCOJCA,SAN FRANCISCO COUNTY JAIL,425 7TH STREET,SAN FRANCISCO,SAN FRANCISCO,CA,94103,SFR,12/6/92,1/12/89,37.775226,-122.4049149
SJCOJCA,SAN JOAQUIN COUNTY JAIL,7000 N. CANLIS BLVD,FRENCH CAMP,SAN JOAQUIN,CA,95231,SFR,25/03/1997,19/01/1996,37.8855762,-121.2982741
SJUHOLD,SAN JUAN AIRPORT HOLD ROOM,LUIS MUNOZ MARIN IA,SAN JUAN,SAN JUAN,PR,937,MIA,1/9/16,13/05/2015,18.437531,-66.004703
SJUANNM,SAN JUAN COUNTY DETENTION CENTER,103 South Oliver Drive,AZTEC,SAN JUAN,NM,87410,ELP,,,36.82580645,-108.0218508
SJS,SAN JUAN STAGING,"651 FEDERAL DRIVE, SUITE 104",GUAYNABO,GUAYNABO,PR,965,MIA,17/09/2017,30/09/2013,18.423358,-66.114827
SAJHOLD,SAN JUAN STAGING FACILITY,"7 Cll TabonucoGuaynabo, 00968, Puerto Rico
",GUAYNABO,GUAYNABO,PR,968,MIA,23/09/2017,20/04/1990,18.406539,-66.106714
SLOBICA,SAN LUIS OBISPO CO JAIL,1585 KANSAS AVENUE,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93406,LOS,9/8/17,26/10/1998,35.3213217,-120.7252554
SLRDCAZ,SAN LUIS REGIONAL DETENTION CENTER,406 NORTH AVENUE D,SAN LUIS,YUMA,AZ,85349,PHO,4/11/17,28/01/2008,32.49847,-114.778342
SMATECA,SAN MATEO CO JAIL,300 BRADFORD STREET,REDWOOD CITY,SAN MATEO,CA,94063,SFR,20/01/1998,23/11/1996,37.487763,-122.232173
SMJUVCA,SAN MATEO JUVENILLE HALL,21 TOWER ROAD,SAN MATEO,SAN MATEO,CA,94402,SFR,18/07/2007,15/08/1996,37.5156188,-122.3341154
SANMINM,SAN MIGUEL COUNTY DETENTION CENTER,26 NM 283,LAS VEGAS,SAN MIGUEL,NM,87701,ELP,3/10/01,16/05/1997,35.557635,-105.2279758
SNMGLCO,SAN MIGUEL COUNTY JAIL,"851 63l Road
Telluride, CO 81435 ",TELLURIDE,SAN MIGUEL,CO,81435,DEN,19/09/2007,7/3/07,37.944149,-107.899141
SANPATX,SAN PATRICIO COUNTY JAIL,300 NORTH RACHAL AVENUE,SINTON,SAN PATRICIO,TX,78387,SNA,2/2/99,30/05/1998,28.039057,-97.510348
SPHOSCA,SAN PEDRO PENINSULA HOSPITAL,1300 W 7TH ST,SAN PEDRO,LOS ANGELES,CA,90732,LOS,19/03/2014,8/9/95,33.7393391,-118.3066854
SPP,SAN PEDRO SERVICE PROCESSING CENTER,"2001 Seaside Ave Processing Center San Pedro, CA 90731",SAN PEDRO,LOS ANGELES,CA,90731,LOS,24/10/2007,27/06/1988,33.733309,-118.292224
SANDONM,SANDOVAL COUNTY DETENTION CENTER,100 MONTOYA ROAD,BERNALILLO,SANDOVAL,NM,87004,ELP,7/3/12,25/03/1999,35.321519,-106.570305
BOPSST,SANDSTONE FEDERAL CORRECTIONAL INSTITUTE,P.O. BOX 999,SANDSTONE,PINE,MN,55072,SPM,17/04/2006,17/12/1984,46.108987,-92.85343
SANJAIL,SANGAMON COUNTY JAIL,1 SHERIFFS PLAZA,SPRINGFIELD,SANGAMON,IL,62701,CHI,17/10/2017,13/04/1989,39.800056,-89.642601
SACITCA,SANTA ANA CITY JAIL,62 CIVIC CENTER PLAZA,SANTA ANA,ORANGE,CA,92701,LOS,8/5/17,12/6/97,33.750177,-117.880487
SANANCA,SANTA ANA COUNTY JAIL,1050 CIVIC CENTER DRIVE,SANTA ANA,ORANGE,CA,92703,LOS,9/12/09,2/1/97,33.750122,-117.880573
SAAHOLD,SANTA ANA DRO HOLDROOM,34 CIVIC CENTER PLAZA,SANTA ANA,ORANGE,CA,90701,LOS,5/6/17,1/11/07,33.748562,-117.875155
SBARBCA,SANTA BARBRA COUNTY JAIL,4436 CALLE REAL,SANTA BARBRA,SANTA BARBRA,CA,93110,LOS,19/10/1999,5/1/99,34.444148,-119.776223
SCMENCA,SANTA CLARA CO JAIL/MENS,"ELMWOOD MEN'S FACILITY / 945 Thompson Street, Milpitas, CA 95035",MILPITAS,SANTA CLARA,CA,95035,SFR,4/4/99,27/04/1998,37.417661,-121.911489
SCSOUCA,SANTA CLARA COUNTY JAIL,SANTA CLARA COUNTY JAIL/SOUTH,SAN JOSE,SANTA CLARA,CA,95110,SFR,2/5/02,2/10/97,37.3514718,-121.9062345
SCNORCA,SANTA CLARA COUNTY MAIN JAIL,885 NORTH SAN PEDRO ST,SAN JOSE,SANTA CLARA,CA,95110,SFR,14/06/2012,20/07/1995,37.35195267,-121.9056373
SCRUZAZ,SANTA CRUZ COUNTY JAIL,1250 NORTH HOHOKAM DRIVE,NOGALES,SANTA CRUZ,AZ,85621,PHO,21/04/2009,22/05/1990,31.35537155,-110.9278234
SCRUZCA,SANTA CRUZ COUNTY MAIN JAIL,259 WATER STREET,SANTA CRUZ,SANTA CRUZ,CA,95060,SFR,23/09/1999,1/9/99,36.97893934,-122.0236645
SFCORNM,SANTA FE CORNELL DETENTION,4312 HIGHWAY 14 SANTA FE NM 87505,SANTA FE,SANTA FE,NM,87508,ELP,25/03/2012,8/1/99,35.563707,-106.053574
SANTANM,SANTA FE COUNTY JAIL,2515 CAMINO ENTRADA,SANTA FE,SANTA FE,NM,87507,ELP,13/07/2015,3/3/99,35.63597375,-106.0199822
SRITACA,SANTA RITA JAIL,5325 BRODER BOULEVARD,DUBLIN,ALAMEDA,CA,94568,SFR,8/1/03,29/07/1991,37.71782845,-121.8879894
SARASFL,SARASOTA COUNTY JAIL,2020 MAIN ST,SARASOTA,SARASOTA,FL,34237,MIA,14/02/2005,22/12/1995,27.336377,-82.529935
SARPYNE,SARPY COUNTY JAIL,1208 GOLDEN GATE DRIVE,PAPILLION,SARPY,NE,68046,SPM,12/2/11,2/12/90,41.14318758,-96.04171089
SARJUNE,SARPY COUNTY JUVENILE,1257 GOLDENGATE DRIVE #8,PAPILLION,CASS,NE,68048,SPM,10/4/14,14/04/1999,41.141368,-96.03921
SSMHOLD,SAULT SAINTE MARIE HOLDROOM,325 COURT SUITE #3,SAULT STE. MARIE,COUNTY,MI,49783,DET,,,46.49755,-84.345642
CACCJAM,SCC/JAMESTOWN,5100 O'BRYNES FERRY ROAD,JAMESTOWN,COUNTY,CA,95327,SFR,18/08/2014,15/08/2014,37.893474,-120.537864
SCHNENY,SCHNECTADY COUNTY JAIL,320 VEEDER AVENUE,SCHNECTADY,SCHENECTADY,NY,12307,BUF,5/6/07,23/02/1996,42.810067,-73.939953
SCHOHNY,SCHOHARIE COUNTY JAIL,"MAIN STREET, PO BOX 332",SCHOHARIE,SCHOHARIE,NY,12157,BUF,5/2/04,26/03/2001,42.672958,-74.307633
BOPSCH,SCHUYLKILL FEDERAL CORRECTIONAL INSTITUTE,P.O. BOX 700,MINERSVILLE,SCHUYLKILL,PA,17954,PHI,8/8/05,16/06/1992,40.732787,-76.344058
SCOTTMO,SCOTT COUNTY JAIL,211 S. NEW MADRID ST.,BENTON,SCOTT,MO,63786,CHI,31/03/2014,3/12/09,37.096581,-89.564259
SCOTTMN,SCOTT COUNTY JAIL,301 FULLER STREET SOUTH,SHAKOPEE,SCOTT,MN,55372,SPM,2/3/03,30/12/1991,44.795466,-93.527342
SCOTTNE,SCOTTS BLUFF COUNTY JAIL,1725 10TH ST,GERING,SCOTTS BLUFF,NE,69341,SPM,4/11/17,26/10/1992,41.82607718,-103.6604624
BOPSEA,SEAGOVILLE FEDERAL CORRECTIONAL INSTITUTE,2113 N. HIGHWAY 75,SEAGOVILLE,DALLAS,TX,75159,DAL,2/6/05,13/02/1986,32.655437,-96.567357
MISS557,SEAL BEACH DETENTION CENTER,913 SEAL BEACH BLVD.,SEAL BEACH,ORANGE,CA,90740,LOS,,,33.75100734,-118.0883479
BOPSET,SEATAC FEDERAL DETENTION CENTER,2425 S.200TH STREET,SEATAC,KING,WA,98198,SEA,11/10/16,2/2/98,47.4220167,-122.3016329
SEAICDF,SEATTLE CONTRACT DETENTION,815 AIRPORT WAY SOUTH,SEATTLE,KING,WA,98134,SEA,19/10/2007,17/04/1989,47.59511695,-122.3270858
SEAHOLD,SEATTLE FIELD OFFICE HOLD ROOM,12500 TUKWILLA INTL.,SEATTLE,KING,WA,98168,SEA,19/10/2017,5/7/01,47.490701,-122.291143
SEBASAR,SEBASTIAN COUNTY DETENTION CENTER,801 SOUTH A STREET,FORT SMITH,SEBASTIAN,AR,72901,NOL,4/11/17,7/1/98,35.382833,-94.4251108
SEBJVAR,SEBASTIAN COUNTY JUVENILE,"801 SOUTH ""A"" ST.",FORT SMITH,SEBASTIAN,AR,72901,NOL,24/01/2007,14/02/2005,35.382743,-94.425108
SEDGWKS,SEDGWICK COUNTY JAIL,141 W. ELM,WICHITA,SEDGWICK,KS,67203,CHI,20/05/2007,21/02/1991,37.69461,-97.340055
SENECNY,SENECA COUNTY JAIL,44 W. WILLIAM ST.,CORNING,STEUBEN,NY,14830,BUF,7/5/14,18/06/2009,42.14993775,-77.0628675
SENECOH,SENECA COUNTY JAIL,3040 SOUTH STATE HIGHWAY 100,TIFFIN,SENECA,OH,44883,DET,4/11/17,22/03/1996,41.079514,-83.153682
SEWARKS,SEWARD COUNTY JAIL,112 E. 5TH,LIBERAL,SEWARD,KS,67901,CHI,5/6/07,25/11/1991,37.04266612,-100.920949
SFRHOLD,SFR HOLD ROOM,630 SANSOME ST.,SAN FRANCISCO,SAN FRANCISCO,CA,94111,SFR,16/10/2017,15/03/2008,37.7963088,-122.4015046
SHACOKS,SHAWNEE COUNTY DEPARTMENT OF CORRECTIONS,501 SOUTHEAST 8TH AVENUE,TOPEKA,SHAWNEE,KS,66607,CHI,4/11/17,11/9/98,39.0481007,-95.6718263
SHAJUKS,SHAWNEE COUNTY JUVENILE DETENTION CENTER,401 SE 8TH STREET,TOPEKA,SHAWNEE,KS,66607,CHI,12/9/17,10/3/99,39.047595,-95.670171
SHELBTN,SHELBY COUNTY,201 POPLAR AVENUE,MEMPHIS,SHELBY,TN,38103,NOL,3/10/05,17/08/1992,35.149377,-90.048211
SHELBKY,SHELBY COUNTY DETENTION CENTER,1000 DETENTION ROAD,SHELBYVILLE,SHELBY,KY,40065,CHI,,,38.218802,-85.221294
SHECOVA,SHENANDOAH COUNTY JAIL,109 WEST COURT STREET,WOODSTOCK,SHENANDOAH,VA,22664,WAS,9/10/14,10/3/98,38.8819702,-78.5057146
SHERBMN,SHERBURNE COUNTY JAIL,13880 UNITED STATES HIGHWAY 10,ELK RIVER,SHERBURNE,MN,55330,SPM,4/11/17,1/4/91,45.304329,-93.619191
SHERIMT,SHERIDAN COUNTY JAIL,100 WEST LAUREL AVENUE,PLENTYWOOD,SHERIDAN,MT,59254,SLC,7/3/15,29/09/1991,48.778326,-104.557544
SHERIWY,SHERIDAN COUNTY JAIL,54 WEST 13TH STREET,SHERIDAN,SHERIDAN,WY,82801,DEN,24/03/2009,17/02/2008,44.81608816,-106.9558958
BOPSHE,SHERIDAN FEDERAL CORRECTIONAL INSTITUTE,27072 SOUTHWEST BALLSTON ROAD,SHERIDAN,YAMHILL,OR,97378,SEA,5/10/04,20/09/1990,45.084062,-123.381636
SHOSHID,SHOSHONE COUNTY PUBLIC SAFETY FACILITY,717 BANK ST,WALLACE,SHOSHONE,ID,83873,SLC,28/11/2005,4/4/05,47.47169476,-115.9220778
VVSHOLD,SHREVEPORT HOLD ROOM,"400 TEXAS STREET, SUITE 900",SHREVEPORT,CADDO PARISH,LA,71101,NOL,7/2/16,9/11/15,32.513789,-93.749198
SILERTN,SILVERDALE/HAMILTON COUNTY,7609 STANDIFER GAP ROAD,CHATTANOOGA,HAMILTON,TN,37421,NOL,6/2/08,5/7/00,35.0514851,-85.13669949
SIMPSMS,SIMPSON COUNTY JAIL,CHANCERY COURT BLDG.,MENDENHALL,SIMPSON,MS,39114,NOL,3/3/04,17/07/1991,31.960339,-89.859843
SXCHOLD,SIOUX CITY HOLD ROOM,1400 PIERCE STREET,SIOUX CITY,WOODBURY,IA,51101,SPM,11/1/15,9/8/11,42.505131,-96.404939
SIOUXIA,SIOUX COUNTY JAIL,4363 IRONWOOD AVENUE,ORANGE CITY,SIOUX,IA,51041,SPM,12/3/03,7/7/93,43.01680344,-96.07643806
SFDHOLD,SIOUX FALLS HOLD ROOM,300 EAST 8TH STREET,SIOUX FALLS,MINNEHAHA,SD,57103,SPM,17/06/2017,4/5/11,43.548712,-96.72369
SITKAAK,SITKA CITY JAIL,304 LAKE STREET,SITKA,SITKA,AK,99835,SEA,30/04/2015,20/09/1992,57.05260155,-135.3336124
SRJDFID,SNAKE RIVER JUVENILE,2515 WRIGHT AVENUE,TWIN FALLS,TWIN FALLS,ID,83301,SLC,16/11/2009,21/06/2002,42.54311355,-114.4337813
SNJHOLD,SNJ HOLD ROOM,1887 MONTEREY ROAD,SAN JOSE,SANTA CLARA,CA,95112,SFR,19/07/2016,16/01/2009,37.23883,-121.7742945
SNYDEPA,SNYDER COUNTY JAIL,600 OLD COLONY ROAD,SELINSGROVE,SNYDER,PA,17870,PHI,8/7/08,24/02/1994,40.82356,-76.890266
SOLONOH,SOLON CITY JAIL,33000 SOLON ROAD,SOLON,CUYAHOGA,OH,44139,DET,26/08/2013,2/1/00,41.3906074,-81.4397818
SOMERPA,SOMERSET COUNTY JAIL,127 EAST FAIRVIEW STREET,SOMERSET,SOMERSET,PA,15501,PHI,11/3/07,18/05/2004,40.010314,-79.07787062
SOMERME,SOMERSET COUNTY JAIL,131 EAST MADISON ROAD,MADISON,SOMERSET,ME,4950,BOS,25/06/2006,29/08/1998,44.7893856,-69.88266087
SOBAYCA,SOUTH BAY DETENT FACILITY,500 3RD AVENUE,CHULA VISTA,SAN DIEGO,CA,91910,SND,7/4/16,1982,32.632657,-117.077746
WVSCENT,SOUTH CENTRAL REGIONAL JAIL,1001 CENTRE WAY,CHARLESTON,KANAWHA,WV,25309,PHI,4/11/17,30/08/2004,38.31210189,-81.71040225
BASILLA,SOUTH LOUISIANA DETENTION CENTER,3843 STAGG AVENUE,BASILE,EVANGELINE,LA,70515,NOL,5/1/16,31/01/1997,30.48657659,-92.58336608
STCDFTX,SOUTH TEXAS DETENTION COMPLEX,566 VETERANS DRIVE,PEARSALL,FRIO,TX,78061,SNA,4/11/17,27/06/2005,28.8946514,-99.1219428
STFRCTX,SOUTH TEXAS FAMILY RESIDENTIAL CENTER,1925 WEST HIGHWAY 85,DILLEY,FRIO,TX,78017,SNA,4/11/17,19/12/2014,28.658051,-99.200575
STHOSTX,SOUTH TEXAS HOSPITAL,1301 RANGERVILLE ROAD,HARLINGEN,CAMERON,TX,78550,SNA,29/06/2003,13/08/1986,26.172737,-97.700713
STDHOLD,SOUTH TEXAS/PEARSALL HOLD ROOM,566 VETERAN DRIVE,PEARSALL,FRIO,TX,78061,SNA,17/10/2017,2/3/11,28.895232,-99.121238
SOUTECO,SOUTHERN UTE DETENTION CENTER,"149 Co Rd 517, Ignacio, CO 81137",IGNACIO,LA PLATA,CO,81137,DEN,3/12/09,9/1/06,37.132919,-107.633797
SPOKAWA,SPOKANE COUNTY,1100 WEST MALLON AVENUE,SPOKANE,SPOKANE,WA,99260,SEA,8/8/08,10/12/02,47.66536816,-117.4280017
SPRNGOR,SPRINGFIELD CITY JAIL,344 A STREET,SPRINGFIELD,LANE,OR,97477,SEA,31/10/2017,29/10/2012,44.0475018,-123.0214501
SPGHOLD,SPRINGFIELD DRO HOLD,2401 W. OLD ROUTE 66,STRAFFORD,GREENE,MO,65757,CHI,,,37.2669575,-93.1294134
BOPSPG,SPRINGFIELD FEDERAL MEDICAL CENTER,1900 W. SUNSHINE,SPRINGFIELD,GREENE,MO,65808,CHI,12/3/17,15/06/1980,37.177542,-93.323273
STJOSMI,ST JOSEPH COUNTY (CENTREVILLE),"650 E Main St, Centreville, MI 49032",CENTREVILLE,SAINT JOSEPH,MI,49032,DET,12/7/07,17/04/1998,41.923478,-85.515439
STJOSAZ,ST JOSEPHS HOSPITAL,350 WEST THOMAS RD,PHOENIX,MARICOPA,AZ,85013,PHO,12/7/12,18/08/2009,33.4811191,-112.0793075
STLAWNY,ST LAWRENCE COUNTY JAIL,5 JUDSON STREET,CANTON,SAINT LAWRENCE,NY,13617,BUF,23/09/2013,4/5/88,44.59820413,-75.16868434
STMARCA,ST MARY MEDICAL CENTER,18300 CALIFORNIA 18,APPLE VALLEY,COUNTY,CA,92807,LOS,22/10/2017,9/7/14,34.540401,-117.264687
STMARAZ,ST MARY'S HOSPITAL,1601 WEST SAINT MARYS ROAD,TUCSON,PIMA,AZ,85745,PHO,16/05/2013,18/06/1999,32.22744275,-111.0001793
STCANVI,ST X ANNAS HOPE,"Christiansted, St Croix 00820",SAINT CROIX,SAINT CROIX,VI,820,MIA,5/8/04,22/08/1995,17.743948,-64.707982
STCLAMO,ST. CLAIR COUNTY JAIL,360 CHESTNUT STREET,OSCEOLA,ST. CLAIR,MO,64776,CHI,10/7/03,4/9/91,38.04702184,-93.70183453
STCROWI,ST. CROIX COUNTY JAIL,1101 CARMICHAEL RD,HUDSON,ST CROIX,WI,54016,SPM,17/05/2001,1/4/91,44.981443,-92.7231243
SEH,ST. ELIZABETH'S HOSPITAL (DC),1100 ALABAMA AVENUE SOUTHEAST,WASHINGTON,DISTRICT OF COLUMBIA,DC,20032,WAS,9/4/95,6/6/80,38.8483075,-76.9869176
STFRAMO,ST. FRANCOIS COUNTY JAIL,1550 DOUBET ROAD,FARMINGTON,SAINT FRANCOIS,MO,63640,CHI,31/05/2005,2/6/97,37.7641034,-90.43770197
STJOSIN,ST. JOSEPH COUNTY JAIL,129 S. MAIN ST.,SOUTH BEND,ST JOSEPH,IN,46601,CHI,27/11/2006,4/9/01,41.67592096,-86.25208667
STJOSCA,ST. JOSEPHS HOSPITAL,1100 WEST STEWART DRIVE,ORANGE,ORANGE,CA,92868,LOS,11/3/10,3/4/09,33.78213355,-117.8640264
STLHOLD,ST. LOUIS HOLDROOM,1222 SPRUCE STREET,ST. LOUIS,ST. LOUIS CITY,MO,63101,CHI,11/7/13,2/3/11,38.62431814,-90.19991016
SLJUVMO,ST. LOUIS JUVENILE CENTER,501 S. BRENTWOOD,ST. LOUIS,SAINT LOUIS,MO,63105,CHI,8/4/04,18/03/1997,38.64439483,-90.34293134
STMDPLA,ST. MARTIN D.P. NURSING HOME,200 TEAL ST.,LAKE CHARLES,CALCASIEU,LA,70615,NOL,26/02/2007,26/01/1999,30.21939293,-93.16755351
SMPARLA,ST. MARTIN PARISH,437 WEST MILLS AVENUE,BREAUX BRIDGE,SAINT MARTIN,LA,70517,NOL,4/1/05,27/04/2000,30.27621804,-91.91785374
SMCORLA,ST. MARTIN PARISH CORRECTIONAL CENTER,400 ST MARTIN STREET,ST MARTINVILLE,SAINT MARTIN,LA,70582,NOL,29/08/2006,25/05/1988,30.119188,-91.829587
SMMEDLA,ST. MARTIN PARISH MEDICAL,400 ST MARTIN STREET,ST MARTINVILLE,SAINT MARTIN,LA,70582,NOL,28/09/2006,5/1/97,30.119188,-91.829587
STMRYIL,ST. MARY OF THE NAZARETH,2233 WEST DIVISION STREET,CHICAGO,COOK,IL,60622,CHI,5/7/11,8/10/08,41.90309025,-87.68339448
SMARYMD,ST. MARYS COUNTY DETENTION CENTER,41880 BALDRIDGE STREET,LEONARDTOWN,SAINT MARYS,MD,20650,BAL,26/06/2009,23/10/1997,38.30172712,-76.62949526
STTCJVI,ST. T CRIMINAL JUSTICE COMPLEX,HOSPITAL GADE AND VETERANS DRIVE,CHARLOTTE AMALIE,SAINT THOMAS,VI,802,MIA,7/11/13,22/02/1994,18.340495,-64.927892
STCGOVI,ST. X GOLDEN GROVE,"RR 1 Golden Grove, St. Croix, VI, USA 00802",CHRISTIANSTED,SAINT CROIX,VI,820,MIA,9/6/08,27/08/1996,36.834537,-76.033768
STANTKS,STANTON COUNTY JAIL,208 N CHESTNUT ST,JOHNSON,STANTON,KS,67855,CHI,17/06/2004,16/06/2004,37.57194118,-101.7495107
STARKOH,STARK COUNTY JAIL,"4500 Atlantic Blvd NE, Canton, OH 44705",CANTON,STARK,OH,44711,DET,14/09/2004,23/12/2003,40.839641,-81.308695
STARRTX,STARR COUNTY JAIL,100 E. 6TH ST,RIO GRANDE CITY,STARR,TX,78582,SNA,29/11/2004,6/5/87,26.383102,-98.819073
